account,post,tag,likes,comments 
moxspoy,"She is my sunrise on the darkest days.  The only woman who sincerely gave all she had for me. There're not enough words i can say to describe just how important she was to me. What a powerful influence she continue to be. 
She is my prettiest woman forever. She is my strongest woman. The only woman who hug me when i fall. Giving her hand and make me rising up.

O god, forgive all her mistakes. Plz give her a chance to me make her smile in someday.",[],218,"['Aminnn', 'Subhanallah, aamiin Qi..', 'Amin', '']"
moxspoy,"[ SIAP HADIR ]

Saya M Nurilman Baehaqi siap hadir!

Dalam rangka semangat Menyemai Pemimpin Bangsa. Asrama YAPI mengadakan Halal Bi Halal Keluarga Besar Yayasan Asrama Pelajar Islam (YAPI) yang terdiri dari; Ikatan Keluarga Alumni (IKA YAPI), Asrama Mahasiswa Islam Sunan Gunung Jati, Asrama Mahasiswa Islam Sunan Giri, dan Asrama Mahasiswa Islam Wali Songo.

Turut hadir :
1. Prof. Arief Rahman (Guru Besar UNJ) 
2. Sandiaga Sholahudin Uno (Wakil Gubernur Terpilih DKI JAKARTA)

ASG; Menyemai Pemimpin Bangsa

#HalalBiHalalYAPI 
#AsramaSunanGiri 
#YayasanAsramaPelajarIslam","['halalbihalalyapi', 'asramasunangiri', 'yayasanasramapelajarislam']",188,"['Beh merah merona bos wkwk', 'A en je a ye']"
moxspoy,"Education is not preparation of life, education is life it self.

Two years past be a participant, now be a commitee.",[],210,"['Gue kan mau upload yg ini wkwk', 'Kak itu utk jalur sbm dan mandiri kan?', 'Bocor @nurmalasagita', 'Only sbmptn @ihsan_hijria', '@moxspoy brarti yg snm udh kelar semua kan kak?', 'Iyaaks @ihsan_hijria', '@moxspoy ok thanks kak', 'Unchhhhhhh', 'Tambal @moxspoy']"
moxspoy,"We create a memory, not a virtual memory
.
Dalam family gathering @fascon__ sekaligus doa bersama semoga yang cewe cepet nikah sama om om
.

#FasconDay
",['fasconday'],227,"['Peaaak @moxspoy', 'Berat ngamininya ;(']"
moxspoy,"Hai Indonesia.
.
.
Dalam rangka memperingati Hari Lahir Pancasila, Saya M Nurilman Baehaqi warga Asrama Mahasiswa Islam Sunan Giri; Saya Indonesia, Saya Pancasila.
.
Asg; Menyemai Pemimpin Bangsa
.
#SayaIndonesia
#SayaPancasila
#AsramaSunanGiri","['sayaindonesia', 'sayapancasila', 'asramasunangiri']",216,"['Uih iraha ci?', 'Insyaallah sebelum idul fitri @mariamagustin', 'Ibu sehat ?', ""Alhamdulillah, ibu sehat Nak'. Kmu jaga diri baik2 ya d luar sana. Entong ameng wae, entong bebenean wae, bljr sing bener nya. @moxspoy  si personil BONGOH, wkwkwk"", 'Ka @asopmunandar_96 lamun ngomong aya huntuan nya wkwk jiga kolot', 'Kumpul lah bongoh maniacccccc @sabitbanani @asopmunandar_96', 'Nnti, saya liat schedule dlu, soalnya jdwl ku padat merayap bgykn penduduk di ibu kota jakarta. Wkwkwk,,,, lbrn lah kita ameng k rmh p.epul, with ibu negara @puspaSejahtera wkwkwk', 'Alay te ubah ubah ie @asopmunandar_96 kudu di bledig', 'Ditraktir cenah ku @puspasejahtera', 'Kebiasaan alay, sdh mndarah daging pd tubuhku ni. Awal nyeu sh sayeu ni ank yg pendiam, calm, polos, but... stlh sayeu bergaul dgn awak, jdilh sayeu sprti skrng ni.', 'Ok... ibu alhamdulillah sehat. Toa uas can?', 'Unch G _ _ _ bat dah ', 'Kudu lah kumpul mah', 'Jengkol aya te lur @sabitbanani wkkw', 'Ampun @asopmunandar_96', 'Alhamdulillah, ncan teh @mariamagustin tas lebaran masa wkwk', 'Eweh cau jenvkol mah ker harga selangit', 'Udah kaya esai @dimashp97 ada titik titiknya', 'Leles dak @sabitbanani wkwk', 'Haha bener co', 'Didie mah pas puasa ja uas na mah...', 'Sorry, jengkol itu yg kya gmna ya ? @moxspoy , @sabitbanani , karneu sayeu baru pulang di Negeri Malaysia, ada proyek bareng upin ipin, wkwk', 'Tepuk tangan buat bapak kades']"
moxspoy,"Good angle
.
Taken by @tanuandika",[],253,"['Wadeh', 'Not good man', 'Im good bye @hanysammuel', 'Lg sms aku ya bro? Ahahahy', 'lagi balesin sms xlaxiata wkwk @hannaest95', 'Taken by?', 'Tanu(?) @bakhtiar_rizki', 'Taken by gua nih wkek', 'Whaatt????', 'Apaan kak @pratiwiphuspitan wat wat wet wet aja', 'Ke depok mana lu Qi?', 'Fllbck bang']"
moxspoy,"Dua kali ke sini, masih tetep byutiful",[],236,"['Byutiful bgt ki?', 'Orang Sunda dongg @nanaays ', 'Mana payungnya? Hoax ah, wkwkwk... ', 'Payung nya ketinggalan euy @fiarusmiyanti']"
moxspoy,"Konseptor
.
.
#KBMGENVII #kbmgenerasivii #fbmunj #acara #acaraasoy","['kbmgenvii', 'kbmgenerasivii', 'fbmunj', 'acara', 'acaraasoy']",213,"['Maanceaye', 'Pegel aing', 'Parah ini anak.. ga ganti2 baju sejak gua parade -_-', 'Ga mandi itumah', 'Baju andalankuu wkwk @husni.falah', 'Mandilah 3 hari sekali @lintangdhnsm', 'Wkwkwk MANTAFH', 'Pegel joget lu mah', 'Eki mandi pas mau ngeMC doang itu @lintangdhnsm @husni.falah haha', '@nurmalasagita tabok ege biar ga kebiasaan wkwk', 'Tabok pake lagu dangdut seneng dia tang wkwk @lintangdhnsm']"
moxspoy,Its hard to make everythin' balance.,[],206,[]
moxspoy,Life's like debugging process. Finding problem to be solved.,[],209,"['Main mulu yahhh  @moxspoy', 'Alan walker?', 'Lumayan teh @hanierthin___ ', 'Alan runner @lintangdhnsm wkkw', 'Jacob twilight? @moxspoy ', 'Lagi syuting @dihaaaan_', 'Udah tamat._.']"
moxspoy,Jajaka,[],196,"['Bening.....', 'Kameranya, wkwkwk ', 'Dont say that you mean ""what behind of menjadi""', '*behind of me', 'I guess @fiarusmiyanti -_-', 'Mojang apa jajaka vroh', 'Hilap aing @asepfirdaus46', '@moxspoy ampun', 'Jajaka tanpa mojang @moxspoy', 'Kang es dawet na hiji nya ...', 'Nah eta @skyeti.paytren // huntu siahh wkwk @husni.falah', 'Ganteng ganteng moxspoy']"
moxspoy,"Would you mind to lay in my side?
.
.
.
.
.
.
. 
Masih dalam #rihlah2017 bersama #asramasunangiri","['rihlah2017', 'asramasunangiri']",174,"['', 'Sabar yah @moxspoy', 'Cariin lah @as.imanh', 'putih bgt.....lengannya', 'Mukanya kebanyakan kena sinar ultraviolet kak @rosyidatulq', 'Cantiknya wkwkwk']"
moxspoy, #Rihlah #asramasunangiri #2017,"['rihlah', 'asramasunangiri', '2017']",174,"['Cantiknya wkwkwk', 'Uuuuuncchhh uuuuunchhh', 'Uuucchhh lanjalan muluu ', 'Aaaa', 'Masa cantik @dimashp97 // iya dong @jaipratama // melepas lelah nih @hanysammuel // wkwk apaan bang @blackghostnurrahman', 'Pengen ikutan', 'Cantik laut nya bang @moxspoy  wkwkwk']"
moxspoy,"Goodbye 105, get ready to face 106. Your future dev. 23/39.",[],180,['Fff lfl']
moxspoy,"So what we go out?
Thats how its supposed to be
Living young and wild and free",[],199,"['Masuk angin ntr poy', 'do you think it is wild?', 'Tau aje lu bil wkwkw @mzabyl', 'I do  @sira_sirajudin', 'Follback yaa, kak ']"
moxspoy,BEATING MYSELF,[],186,"['Pacar aku?', 'Apa itu pacar @hanysammuel', 'jiah... @hanysammuel', 'Wkwk ka @zia_silver ', 'Mirip yg ngamen di lampu merah arion ', 'Asalkan halal aku ikhlas  @nanaays', '@moxspoy iya mas butuh susu untuk anakmu wkwk', 'Aer gula aja udah biar sehat @nanaays', 'Unyu bgt qi pake pink', 'Bisa aja Heri potter @dryan_theopp', 'Jadi enak dipanggil heri poter sama kembarannya jastin biber', 'Heri poster @dryan_theopp ', 'Sok imut loe ', 'Dari lahir kali wkwk @fiarusmiyanti', 'Fllbck ya ka ']"
moxspoy,2k+2^4,[],137,"['Eaa macam soal matdas perintis', 'Wkwk bener', 'Fb kang eki wkwk', 'Udah kangggg @adityapratama25']"
moxspoy,"Sebiru hari ini, birunya bagai langit terang benderang
Sebiru hati kita, bersama di sini

Seindah hari ini, indahnya bak permadani taman surga
Seindah hati kita, walau kita kan terpisah

Bukankah hati kita telah lama menyatu
Dalam tali kisah persahabatan Illahi
Pegang erat tangan kita terakhir kalinya
Hapus air mata meski kita kan terpisah

Selamat jalan teman
Tetaplah berjuang
Semoga kita bertemu kembali
Kenang masa indah kita
Sebiru hari ini ============= There's a song that remember us to something 
unforgottable #perintis5 #bp5","['perintis5', 'bp5']",172,"['itu Emoji Crotnya banyak amat', 'Puncratan air menandakan kemakmuran @erzahermawan', 'Adudu', 'Ntap mz moxspoy', 'Nge pes dulu lah mas @ervanojunio', 'Wkwk Napa @dimashp97', 'Terlalu C**** bang wkwkwk', 'Folback qi', 'Gila2 seraab', 'Sebab jiga lapangan pusdikif @naufalwil']"
moxspoy,Barakallah,[],151,"['Anjayyy', 'Soul', 'Nggak ada atas nama = hoax', 'Para ga percaya  @subratamuhamad']"
moxspoy,"Famday 1st done, Famday 2nd done. Can't wait for Famday 10-th. Beware of black campaign. @kpmunj",[],119,"['Recomended, Baksonya Kres, Kuahnya Seger, Bikin Pengen lagi dan lagi cek ig kak']"
moxspoy,"""Sendiri adalah waktu dimana kita tidak berdua"". -Unknown",[],145,"['Cie sama kaya @nanaays', 'Itu kok sebelahnya diisi tas ? @moxspoy', 'Heri coeg emg @heri_ks', 'Kita kan.. @heri_ks', 'Cuma tas doang emg yg bisa ngertiin @aniyaa.a', 'Terus anu moto saha eta?? ', 'Foto studio dong @alanfauzi29 wkwk', 'Gak jelas lu  cob..@moxspoy', 'Sialan kardus wkwk @restu_saputra96']"
moxspoy,"Short intro #asramasunangiri #birobahasainternasionaldansenibudaya 
Ignore My speech plz","['asramasunangiri', 'birobahasainternasionaldanseni']",121,"['Nicee to see your face qii', 'mukanya biasa aja mas', 'Bajunya baguus @moxspoy', 'Asg pada syuting @moxspoy ']"
moxspoy,Bahagia itu sederhana. Liat kalian akur misalnya. Wkwk paansi.,[],166,"['Buset...kata2nya kalian akur...lu ngapain...nyampe merrka brantem', 'Edas aku tak diajak -,-', 'Wkwk @hotamsaefi', 'Makanya ke dalem @mariamagustin ', 'Aku geh udah kedalam itu -,-', 'Haha', 'Teteh ngajak makanya uuu .', 'Nanti nikahan teh @mariamagustin kita foto bareng lg yaa', ""Ok. Do'akan aja yah coy semoga jodohnya dekat. Aamiin. Hehe""]"
moxspoy,"We're proud to announce that we've established new undefineable team. We called as KELOMPOK PECINTA MECIN 2016.

#generasimecin #kpmunj #oab2016","['generasimecin', 'kpmunj', 'oab2016']",144,"['spam banget yha maz', 'ih first like', '@lolalintang26 mumpung ada kuota njeer', 'Itu undefinable deh kayanya  @moxspoy', 'Itu ingus-_- @hanysammuel', 'Folback kelesss', ""Itu we're called as deh kayanya wkwkw"", 'Makasiu buguru @hannaest95', 'Mecin bgt??? Wkwkwk', 'Ka @aldimocha kmrn kalo makan hasil konsumsi oab, selamat anda menjadi anggota kami', 'Waahhh saya anggota baru nih? Kapan ada kumpul mecin nih ??wkwkwk', 'Ketuanya @hanysammuel mecin ya?', 'Yee itu dikasih tau kalo lu tih typo @moxspoy pas di undefinable nya bukan undefineable  // welcome to join in this group kaaakk @aldimocha  wkwkwk', 'Eki, dm in nomor lu ya']"
moxspoy,"Jadi, kapan terakhir kita fullteam sebelum ini ?
Kuy lah nonton makan makan abis ini. 
Maafkan kami staf staf kardus ini bapak kadip

#OAB2016 #kpmunj #psda","['oab2016', 'kpmunj', 'psda']",159,"['Tumpengan sama mie', 'Waaaah, semangat terus ya pengurus kpm 2016 ', 'Yeayy udh lama kita gak lengkap  semangat terus dan belajar terus ya ', 'Kuuyy kuyyy @moxspoy @denawatijunia @ramadhan.fajaru @nanaays @sofhyanajie @hanifahdyaha @rahayu.popi', 'kardus.. hahahaa .', '@nanaays generasi mecin -_- // @dinnaeldha makasih qaqaaa Wkwk // @anwarsetiadi mantap bapak kadip // @rahayu.popi ', 'Aku ga diajak nih @moxspoy ? Kan aku pendamping bapak kadip kalian selama dia kkn  ye ga? @anwarsetiadi haha', 'Temen belanja indogrosir', 'Ya gak Ka @hanysammuel', '@moxspoy jaket Geo?  Wah', 'Punya Wkwk @skyeti_geo']"
moxspoy,"Lu pada sempet sempitnya ya minta foto sama yang di mobil sebelah. Kardus.

#OAB2016 #kpmunj #unforgottable #obakmp","['oab2016', 'kpmunj', 'unforgottable', 'obakmp']",148,"['Para tahanan pencuri satwa -__-', 'Husni gak dateng woooo surakin woo ', '@husni.falah', 'kaya sapi', 'Sayaa ke baduy kaak kmrn.. nyari jodooh buat kakk dina-__- @dinnaeldha', 'Gak caya gue ah kalo lu yang nyariin @husni.falah . Kemarin gue jaga pos bareng @moxspoy  gak lagi lagi deh, sakit perut gue nahan tawa ', '@husni.falah emang kardus diamah Ka @dinnaeldha , perlu di oab ulang hahaha', '@lolalintang26 hanjeeer', 'Ka @dinnaeldha kapok yak ketemu sm si @moxspoy ?? Wkwkwkwk emang diamah kardus kak ', 'Iyaaa han @hanysammuel kardus itu apa ya ngomong ngomong @moxspoy ? Hihi', 'Kardus itu panggilan sayang anak kpm buat @moxspoy kak @dinnaeldha', 'Buseeet buseeet @moxspoy @dinnaeldha']"
moxspoy,Dalam Orientasi Anggota Baru @kpmunj di STPP Bogor,[],167,"['Photo taken by... ?', 'Rapi Ahmad  @d.oktaviani', 'Gue juga ada foto megang ht di stpp pada tahun 2014 tapi ki']"
moxspoy,"Im not speaker, but i stand beside him. This ia the picture when i become a public speaker a year ago. This experience is come from preparation whether in the dorm or in campus. When i 'lead' people in front of me, i should make attention so they will notice me. Practice make perfect.
.
For you young people around the world, dont waste your time to do something not useful. Better if you participate event like this. You will not losing your time badly. I hope next year will be sit again here. Hopefully, all the expectation come true.

#kpmunj #skillexpo","['kpmunj', 'skillexpo']",157,"['Ulu uluu', 'Masuk woi', 'Hahahhaha please stand beside me qii', '*husni', 'cabut lu', 'Ganteng Anet sih Dek @moxspoy ', 'Follback ya kaka, makasi', 'Fllbck kak, makasi', '@elinasofiyan  hajarr // @arisabma @mzabyl Wkwk bolos lah kelas mulu // @denyk_ ahh abangg  //@aanis_sa @nurullutfiah28 siap', 'Bajak @husni.falah tadii ', 'Stand beside her nya kapan ki?', 'Follback ka, makasih ;)', '@nurullurfiah28 udaudah // @nurmalasagita gatau ini Abang lelah Wkwk // @riskanada125 @adenurul421 udaah', 'Lelah mulu Ki baca buku panduan yang gue kirim ae dulu. Gada kabar jd ikut apa engganya ye lo', 'Ampuun belum selesai Wkwk @nurmalasagita tapi gue udh ada ide', 'Ampuun belum selesai Wkwk @nurmalasagita tapi gue udh ada ide', 'Tiap d tanya d read doang mulu ye chat dede selesai oab dah kita fokuskan. Oke? @moxspoy', 'Langsung kita bergerak @nurmalasagita ', ""Woke gue tunggu kata 'selesai baca buku panduannya' ye ""]"
moxspoy,"Yang paling indah dari jatuh cinta itu, ya rasa cinta itu sendiri, bukan orgnya. Cinta itu menerima, bukan memiliki. -Hujan.",[],157,"['Aku padamu. Hahahhhahaa', 'Caption ', 'Lope lope poreper @subratamuhamad ', 'Gayaaa lu kii', 'Wkwkwk. Cinta tak harus memiliki. Tapi gak munafik mau segalanya dari Dia @moxspoy ', 'Wkwk apaan si Ka @d.oktaviani', 'Bonus bang Haha @erzahermawan', 'Termasuk jatuh cinta sama abang2 metro ki?', 'Beda lagi itu mah Bang @husni.falah ', 'follback 4 pilar 2014', 'Salam gkb! @triwahyusuganda']"
moxspoy,Without any effects. Keep looking forward.,[],134,[]
moxspoy,Face the day!,[],149,"['Parkiran bgt qi? Wkw', 'Gemes.', 'model majalah play boy', 'Face nya tiap hari berubah gitu?', 'awas jatooh', 'Padahal udah di blurr in @maysyi', 'Ampun bang @erzahermawan', 'Lumayab, daripada majalah jones @lolalintang26', 'Face nya gini gini aja Wkwk @filapil', 'Tolong @herayanti2 wkwk', 'Kumpul bang kumpul']"
moxspoy,Thank to Harry Anugrah Mawardi for being the speaker in national enterpreneurship talk 2016,[],114,"['Surrender ', 'Menyerah ???', ""Penyerahan. Its not 'give up'. Pls check oxford  @sira_sirajudin  @subratamuhamad"", ""Right, but you can try to find another word which is same meaning with surrender, cause the main meaning of surrender is giving up or resignation (also give up or resign), that's all I know,"", 'Wah parah..', 'Apa li Wkwk']"
moxspoy,"Waktu yang melepas semua topeng manusia.

#iedadha #asg #qurban #creativeimage","['iedadha', 'asg', 'qurban', 'creativeimage']",129,"['Wih gantengnya wkwkek', '#unjhits #unjganteng', 'Hadeuh... Km tuh ada2 aja sih de @moxspoy', 'Join pin konveksi dan rasain atm bengkak tiap hari dengan modal dikit,yuk sukses bareng aku buat bisa bahagiain ortu ,DM ya ,tanya2 boleh koq', 'mirip aja kok', 'The real baphomet ']"
moxspoy,"Ngajuin proposal kali aja tembus, biar mandat cepet kelar, iya ga @restu_saputra96 ?",[],135,"['Yoi..gas terua bray..', 'Gas terus, tempel terus, wkwk', 'Lantai 15 mas @restu_saputra96', '@moxspoy Cek IG untuk dapatkan #rumahidaman New Cluster Exclusive 2 Lantai. #specialrate Karyawan BUMN dan PNS dari Bank BTN Syariah.']"
moxspoy,Sini berenang sama abang dek,[],137,"['Tenggelam tenggelam', 'Berenang di hati Adek @moxspoy', 'Tenggelamkan @lolalintang26', 'Basahbbaasah gitu ya bang @erzahermawan', 'Ini abang tahu bulet?', 'awasss kelelep', 'Banyakk gayaaaaaa', 'Yakali tahu bulat di laut Ka @d.oktaviani wkwk', 'Tolongggg @herayanti2', 'Only 1 gaya @elinasofiyan', 'Itu di air ada apa ki?', 'Air comberan Ka @dinnaeldha haha']"
moxspoy,"Katanya sih namanya jembatan cinta. Cinta apaan? Ahsudahlah Hayati lelah mas. ==========================
""Eh ayo terjun"" | ""takut nihh kwkk"" | ""sekali kali ini"" | ""yaudah"" | *byurr""",[],80,"['Ditolak cintanya gini nih:(', 'Bhak wkwkwk captionnya tak nahan', 'Hayati sudah bosan mas @nanaays ', 'Wkwkw @dimashp97', 'Eh kok bagus...', 'Apanya @lolalintang26 ? Orgnya. Fixed', 'Maksa njay wkwk', 'Udah ketebak @lolalintang26 ', 'Iyuwh jijinya wkwkwk', 'Btw itu esensi teriaknya apa ya wkwk', 'Parno ueee @lolalintang26', 'Alay lu', 'Alasan mana sama foto profil ig lu kmprt @lolalintang26 ', 'Alasan apaan wkwk typo lu nyet', 'Alay maksudnya kmprt @lolalintang26 euu']"
moxspoy,Where are we now?,[],131,"['Kemayu sekalii @moxspoy ', 'Leles Hayati tidak ada yg menemani @yuliyanahr', 'Woooowww', 'kursinya bagus', 'Ih keren', 'Kursinya', 'Wkwkwk itu kursi dah, kok jembatan gantung', 'Apasii Ka @d.oktaviani ', 'Kursi mehoong @lolalintang26 @rosyidatulq', 'Tempatnyaaaaaa @dimashp97', 'Hahahah @moxspoy canda gua', 'Wkwk siap @dimashp97', 'Hahaha sip @moxspoy lu suka gitu dah ke gua hahaha', 'Mana jembatannya poy?', 'Itu nama daerah koplaak @arisabma', 'wkwkw bamee']"
moxspoy,"Sekilas emang orang tua ini tidak menampakkan apa apa.  Padahal ini kali pertama mengobrol langsung dengan satu satunya pendiri asrama yang masih hidup. Jejak perjuangan nya dulu sebagai akademisi dan penggerak umat membuat ia dikenal dan dihormati di lingkungan ini.
Satu hal ternyata setelah sebelumnya membaca biografinya dan memverifikasi ngobrol dengannya, ""pak, ternyata kita sama sama orang Serang lho"". Kemudian lanjut bercerita walau pun harus sesekali mendekat ke telinganya.

Dalam Halal Bi Halal keluarga besar YAPI.",[],122,"['Siapa yg foto poy?', 'Anak peeles', 'Lagi dimana cob @sidikfahmi', 'Ki line gua baru. Masukin ke grup lagi ki', 'Okeee @melatikhumaira', 'Melatikhumaira']"
moxspoy,"Zero untuk nol sampah

Dalam Pengmas KPM 2016",[],92,"['Tangan lu putih sendiri keren efeknya', 'Anjir itu sarung tangan kimia', '@damayantii97', 'Sarung tangan kimia ga sekecil itu deh @moxspoy', 'Yang karet gue lupa namanya buat steril']"
moxspoy,Ma grandma!,[],79,[]
moxspoy,Mas tolong ini di check in lagi. Usahakan tingkat error 0%,[],103,"['ngecek paan tuh poy?', 'Ngecek iman @abilhapsah', 'Jahaha']"
moxspoy,Kata orang sih mirip. Mirip gak jelasnya,[],113,"['Ciee akur @moxspoy94  @moxspoy', 'Wajib wkwk @fitriahardiani.58', '@moxspoy mirip ki', 'Mantap wkw', '@ach']"
moxspoy,"Kami mengucapkan selamat berbuka puasa, minal aidzin wal faidzin #tahilalatsinvasion #tahilalats #fascon ayeey @tahilalats","['tahilalatsinvasion', 'tahilalats', 'fascon']",100,"['Udah lebaran malahan', 'Lewat lol hahah @lolalintang26']"
moxspoy,Nyoba pertama kali bikin #tahilalatsinvasion hasilnya gini gini amat bersama #ocfamz,"['tahilalatsinvasion', 'ocfamz']",86,"['Ga rapi wkwk', 'Buru buru @lolalintang26 ', 'Nilai #tahilalatsinvasion punya gue dong bro', 'Makasii', 'Mantap gan @falahysf terus bikin lagi', 'Siap bro!', 'Follow ane sekalian @falahysf wkkw']"
moxspoy,"When the sun goes down, and the light burn up, there's time for you to SHINE, bright and then shooting star! 
Morning world",[],121,"['Aduh, bang foto dimana itu @moxspoy', 'Gue kira shine bright like a diamond ', 'Shine bright like umbrella, ella, ella, e, e', '@nanaays', '@moxspoy', '@moxspoy morning to guy...', 'Haha lu salam ama mentari malah gua yg nyautin ki..hehe', '@moxspoy morning to guy...', 'Gapapa @achmadumam wwkk', '@moxspoy hehehe', 'perasaan itu sunset coy bukan sunrise :v good evening world :v wkwk', 'Makanya sun nya goes down', 'sun pipi kiri sun pipi kanan aja coy biar ada greget greget nya :v tp sayang nya jomblo -_- kwkwk', 'Ucet gapapa coy matahari aja jomblo tapi tetep bersinar eaaak', '@moxspoy follback qi :D', 'Udah @hartadi_5 hehe', '@moxspoy siip', '@moxspoy ank siskom 15 yaa? Salam kenal', 'Iya @hartadi_5 . Ente biologi angkatan berapa?', '92 ya', '@moxspoy Heh ? Masa 92 -.-', 'Hahaha @hartadi_5', 'Angkaytan brp emg?', '@moxspoy kita khan seangkatan qi', 'Oaha dikira @hartadi_5 kating. Yoi salken', '@moxspoy canda deh, haha. Saya angkatan 2012 *peace', 'Pengen lulus saya @moxspoy kalo sepantaran berarti balik lagi ke semester 3 dong , wkwk', 'Jiah udah tua ya ka @hartadi_5 . Semangats sama kavia sengkatan tuh', '@moxspoy iya seangkatan sama via, pasti kenal dari kpm, haha', 'Mantap hehe @hartadi_5']"
moxspoy,#ocfamz,['ocfamz'],97,"['Rambut baru bang @moxspoy', 'Yoi @dimashp97']"
moxspoy,Half of FASCON!,[],99,"['Eqi follback', 'Done @rhmtn_usui']"
moxspoy,Gayanya ga ketulungan,[],86,"['Eki lu gak ikutan ??? Kan biasanya lu narsis wkwk', 'Gue yang foto @agustiani_putri ', 'Lbckk']"
moxspoy,"Aa, minta duit | Buat apaan? | Jajan a | *dikasih* | kurang a | *dikasih lagi*

Beberapa menit kemudian

Coba aa minta sini | GAK

Kadang adek kaya gini ya",[],108,"['Arek ngebak nya eta di cibanten @moxspoy', 'Arek ngebak, minta foto dulu bareng artis @twrahayu ', 'Gausah dramaaa gituuuuuu jijik eki moxpyoyyyy @moxspoy', 'Minalaidzin cuyyy @moxspoy hampura lamun loba dosa', 'Sama kek gua itu @moxspoy', '', 'Oke jar, lg dmn nih @fajarasab', 'Diserang coyy @moxspoy', 'Sblah mana @fajarasab', 'Dikosan nih @moxspoy', 'Ohehe mantap bro @fajarasab']"
moxspoy,Dapet kiriman dari @neneng_hamidah20,[],87,['']
moxspoy,"Kaum dhuafa sama bapak asuh hahahaha.
See you gaes, jangan lupa oleh olehhhh coy
#alkhawarizmi #weAreASG #idulfitri1437h #kuymudik","['alkhawarizmi', 'weareasg', 'idulfitri1437h', 'kuymudik']",82,[]
moxspoy,JUST SAVE EVERY MOMENT THAT I HAVE,[],93,"['Iklan rejois', 'Sembarangan. Model mamalemon dikira rejois---', 'Followback yaa,makasih @moxspoy', 'Udah udah @salsablyn hihi', 'follback kak @moxspoy']"
moxspoy,#ilkomunj #ilkomunj2015 #baper,"['ilkomunj', 'ilkomunj2015', 'baper']",88,"['Ekii follback hehe', 'Udah @lindamaul03 . Wah apa kabar Lin?', 'Alhamdulillah baik ki hehe', 'Mantep', 'Kemaren ikut bukber sama perintis?']"
moxspoy,Someday2,[],51,['Aamiin']
moxspoy,Someday,[],62,"['Aamiin', 'Nice pic!', 'Yeah bro @wevolverapp']"
moxspoy,"Lets try to find me
Zaman botak wkwk",[],84,"['@moxspoy pang hareup na', 'Flbck ka @moxspoy']"
moxspoy,"Begitulah manusia tak ubahnya seperti lampion kala itu. Beberapa meninggi duluan, beberapa menyusul. Beberapa gagal meninggi. Beberapa jatuh termakan bahan bakar dirinya sendiri. 
Maka menikmati setiap detik hidup ini merupakan kebahagiaan #KampungBidikmisiGenVI #kk16 #kbmgenvi","['kampungbidikmisigenvi', 'kk16', 'kbmgenvi']",71,"['mantapp', 'Follback @moxspoy', 'Folback ? @moxspoy']"
moxspoy,"Satu tahun yang lalu, dipertemukan di sebuah tempat sederhana namun bermakna. Ketika memiliki visi yang sama. Keinginan yang sama. Beribu kisah di Pusdikif. Perintis limaaaa. Nostalgia tak terkira.",[],51,"['Aaaaa ekiii kangeeeennnnnn @moxspoy', 'Kangen perintis 5 sih bukan kangen eki wkwk @moxspoy', 'Duhh udah geer gini @dihaaaan_ ', 'Kuy ikut bukber ke bandung hahah', 'Udah setahun ya', 'Iya kang, kemaren kan dari 1 mei perasaan', 'Kang @faqih_alfaruq kumaha damang kang?', 'Damang ki. Kmh kehidupan perkuliahan?', 'Kangen futsal nya brow', 'Alhamdulillah kang hidup sekali', 'Kangen ngaledek maneh daeng @dicky.permana25 wkwk', 'Alhamdulillah kang hidup sekali', 'Sok kadie urang ka pusdikif. Barudak barak 5 ge aredek @moxspoy', 'Bakall menang moal maneh lamun maen deii@dicky.permana25', 'Kan basa eta tim urang nu juara @moxspoy', 'Kebetulan eta mah daengggg wkwk', 'Ayena di pusdikif sanes @dicky.permana25', 'Teu. Mun teu salah barudak rek ka pusdikif tgl 7']"
moxspoy,Lets race!,[],53,"['follback @moxspoy', 'Udah @agamnuf']"
moxspoy,"Parkir di Desa Sembungan yang merupakan desa tertinggi Pulau Jawa, naek lagi sampe ke puncaknya. The coldest place i ever visited",[],46,"['Kakak hitz', 'Berisik pela idb', 'Mau ke kampus ga ?']"
moxspoy,Sunrise,[],49,"['Follback ka @moxspoy', 'Follback @moxspoy']"
moxspoy,Zmaf.co [1],[],33,[]
moxspoy,Date of Birth!,[],38,"['Cemen aja di pake..', 'Berisik bet :p']"
moxspoy,Helloooooww dormitory's members!,[],37,[]
moxspoy,Morning my brother!(2),[],34,[]
moxspoy,"When you say ""ignore the man who walks back on me!"", you will see on him.",[],25,[]
moxspoy,Find the star!,[],30,[]
moxspoy,#InstaSize #UNJ,"['instasize', 'unj']",26,"['Masuk unj ki?', 'Masuk doang :D']"
moxspoy,Bamily of Science One :v,[],30,['Okk kapan bisa kaya gituu']
moxspoy,:),[],25,['Okkkk']
moxspoy,Facial-close!,[],22,"['Waduhh spaaa tuchh', 'Naon @bustomi_wong_banten', 'Karak hudang geh ', 'Biasa haha @hayat_thears_', 'Itu kaya cewee k eki ada d mana']"
moxspoy,#InstaSize #fascon,"['instasize', 'fascon']",29,"['Folback yah ok', 'udah kok @rizkaramandha_001', 'Ok makasi :)']"
moxspoy,"#InstaSize W/ Rafi, more weeks ago :)",['instasize'],36,[]
moxspoy,#InstaSize #ocfamz #tour,"['instasize', 'ocfamz', 'tour']",38,"['Follback kak moxpoyyyy', 'Baru geh foloow uuu']"
